superkingdom,RefSeq_number
Bacteria,GCF_001652565.1_ASM165256v1
Bacteria,GCF_001653335.1_ASM165333v1
Bacteria,GCF_001653455.1_ASM165345v1
Bacteria,GCF_001653755.1_ASM165375v1
Bacteria,GCF_001653955.1_ASM165395v1
Bacteria,GCF_001654455.1_ASM165445v1
Bacteria,GCF_001655245.1_ASM165524v1
Bacteria,GCF_001655575.1_ASM165557v1
Bacteria,GCF_001659785.1_ASM165978v1
Bacteria,GCF_001660485.1_ASM166048v1
Bacteria,GCF_001661135.1_ASM166113v1
Bacteria,GCF_001663175.1_ASM166317v1
Bacteria,GCF_001663815.1_ASM166381v1
Bacteria,GCF_001664165.1_ASM166416v1
Bacteria,GCF_001664265.1_ASM166426v1
Bacteria,GCF_001672055.1_ASM167205v1
Bacteria,GCF_001676785.2_ASM167678v2
Bacteria,GCF_001677435.1_ASM167743v1
Bacteria,GCF_001678905.1_ASM167890v1
Bacteria,GCF_001679665.1_ASM167966v1
Bacteria,GCF_001679685.1_ASM167968v1
Bacteria,GCF_001682385.1_ASM168238v1
Bacteria,GCF_001683055.1_ASM168305v1
Bacteria,GCF_001683395.1_ASM168339v1
Bacteria,GCF_001683455.1_ASM168345v1
Bacteria,GCF_001685355.1_ASM168535v1
Bacteria,GCF_001685415.1_ASM168541v1
Bacteria,GCF_001685435.2_ASM168543v3
Bacteria,GCF_001685605.1_ASM168560v1
Bacteria,GCF_001686985.1_ASM168698v1
Bacteria,GCF_001687065.1_ASM168706v1
Bacteria,GCF_001687125.1_ASM168712v1
Bacteria,GCF_001687545.1_ASM168754v1
Bacteria,GCF_001687565.2_ASM168756v2
Bacteria,GCF_001687585.2_ASM168758v2
Bacteria,GCF_001687605.2_ASM168760v2
Bacteria,GCF_001687625.2_ASM168762v2
Bacteria,GCF_001687645.1_ASM168764v1
Bacteria,GCF_001687665.2_ASM168766v2
Bacteria,GCF_001690155.1_ASM169015v1
Bacteria,GCF_001692755.1_ASM169275v1
Bacteria,GCF_001693295.1_ASM169329v1
Bacteria,GCF_001693595.1_ASM169359v1
Bacteria,GCF_001693675.1_ASM169367v1
Bacteria,GCF_001697225.1_ASM169722v1
Bacteria,GCF_001698105.1_ASM169810v1
Bacteria,GCF_001698125.1_ASM169812v1
Bacteria,GCF_001698185.1_ASM169818v1
Bacteria,GCF_001698205.1_ASM169820v1
Bacteria,GCF_001698225.1_ASM169822v1
Bacteria,GCF_001701025.1_ASM170102v1
Bacteria,GCF_001701045.1_ASM170104v1
Bacteria,GCF_001702235.1_ASM170223v1
Bacteria,GCF_001702455.1_ASM170245v1
Bacteria,GCF_001704155.1_ASM170415v1
Bacteria,GCF_001704235.1_ASM170423v1
Bacteria,GCF_001704275.1_ASM170427v1
Bacteria,GCF_001704955.1_ASM170495v1
Bacteria,GCF_001704955.2_ASM170495v2
Bacteria,GCF_001708405.1_ASM170840v1
Bacteria,GCF_001713355.1_ASM171335v1
Bacteria,GCF_001713395.1_ASM171339v1
Bacteria,GCF_001713435.1_ASM171343v1
Bacteria,GCF_001713475.1_ASM171347v1
Bacteria,GCF_001714705.1_ASM171470v1
Bacteria,GCF_001714725.1_ASM171472v1
Bacteria,GCF_001717505.1_ASM171750v1
Bacteria,GCF_001717545.1_ASM171754v1
Bacteria,GCF_001717565.1_ASM171756v1
Bacteria,GCF_001720465.1_ASM172046v1
Bacteria,GCF_001720485.1_ASM172048v1
Bacteria,GCF_001721185.1_ASM172118v1
Bacteria,GCF_001721645.1_ASM172164v1
Bacteria,GCF_001723605.1_ASM172360v1
Bacteria,GCF_001729765.1_ASM172976v1
Bacteria,GCF_001729785.1_ASM172978v1
Bacteria,GCF_001735745.1_ASM173574v1
Bacteria,GCF_001741865.1_ASM174186v1
Bacteria,GCF_001747405.1_ASM174740v1
Bacteria,GCF_001750105.1_ASM175010v1
Bacteria,GCF_001750685.1_ASM175068v1
Bacteria,GCF_001753205.1_ASM175320v1
Bacteria,GCF_001753225.1_ASM175322v1
Bacteria,GCF_001753245.1_ASM175324v1
Bacteria,GCF_001761325.1_ASM176132v1
Bacteria,GCF_001761345.1_ASM176134v1
Bacteria,GCF_001761365.1_ASM176136v1
Bacteria,GCF_001761405.1_ASM176140v1
Bacteria,GCF_001787355.1_ASM178735v1
Bacteria,GCF_001808185.1_ASM180818v1
Bacteria,GCF_001854065.1_ASM185406v1
Bacteria,GCF_001854085.1_ASM185408v1
Bacteria,GCF_001854225.1_ASM185422v1
Bacteria,GCF_001854245.1_ASM185424v1
Bacteria,GCF_001855275.1_ASM185527v1
Bacteria,GCF_001856725.1_ASM185672v1
Bacteria,GCF_001865835.1_ASM186583v1
Bacteria,GCF_001874625.1_ASM187462v1
Bacteria,GCF_001878675.1_ASM187867v1
Bacteria,GCF_001885235.1_ASM188523v1
Bacteria,GCF_001886435.1_ASM188643v1
Bacteria,GCF_001886675.1_ASM188667v1
Bacteria,GCF_001886815.1_ASM188681v1
Bacteria,GCF_001886835.1_ASM188683v1
Bacteria,GCF_001886875.1_ASM188687v1
Bacteria,GCF_001887015.1_ASM188701v1
Bacteria,GCF_001887245.1_ASM188724v1
Bacteria,GCF_001887265.1_ASM188726v1
Bacteria,GCF_001887285.1_ASM188728v1
Bacteria,GCF_001887595.1_ASM188759v1
Bacteria,GCF_001887675.1_ASM188767v1
Bacteria,GCF_001887775.1_ASM188777v1
Bacteria,GCF_001888165.1_ASM188816v1
Bacteria,GCF_001889005.1_ASM188900v1
Bacteria,GCF_001889105.1_ASM188910v1
Bacteria,GCF_001889125.1_ASM188912v1
Bacteria,GCF_001891105.1_ASM189110v1
Bacteria,GCF_001895305.1_ASM189530v1
Bacteria,GCF_001901705.1_ASM190170v1
Bacteria,GCF_001902295.1_ASM190229v1
Bacteria,GCF_001902495.1_ASM190249v1
Bacteria,GCF_001908775.1_ASM190877v1
Bacteria,GCF_001922005.1_ASM192200v1
Bacteria,GCF_001922025.1_ASM192202v1
Bacteria,GCF_001922145.1_ASM192214v1
Bacteria,GCF_001922305.1_ASM192230v1
Bacteria,GCF_001922325.1_ASM192232v1
Bacteria,GCF_001922405.1_ASM192240v1
Bacteria,GCF_001932555.1_ASM193255v1
Bacteria,GCF_001932615.1_ASM193261v1
Bacteria,GCF_001932675.1_ASM193267v1
Bacteria,GCF_001932715.1_ASM193271v1
Bacteria,GCF_001936175.1_ASM193617v1
Bacteria,GCF_001936235.1_ASM193623v1
Bacteria,GCF_001936255.1_ASM193625v1
Bacteria,GCF_001936335.1_ASM193633v1
Bacteria,GCF_001936355.1_ASM193635v1
Bacteria,GCF_001936375.1_ASM193637v1
Bacteria,GCF_001938705.1_ASM193870v1
Bacteria,GCF_001941365.1_ASM194136v1
Bacteria,GCF_001941525.1_ASM194152v1
Bacteria,GCF_001941605.1_ASM194160v1
Bacteria,GCF_001941645.1_ASM194164v1
Bacteria,GCF_001941765.1_ASM194176v1
Bacteria,GCF_001941805.1_ASM194180v1
Bacteria,GCF_001951015.1_ASM195101v1
Bacteria,GCF_001951095.1_ASM195109v1
Bacteria,GCF_001951135.1_ASM195113v1
Bacteria,GCF_001951135.2_ASM195113v2
Bacteria,GCF_001951155.1_ASM195115v1
Bacteria,GCF_001951175.1_ASM195117v1
Bacteria,GCF_001951335.1_ASM195133v1
Bacteria,GCF_001952795.1_ASM195279v1
Bacteria,GCF_001952815.1_ASM195281v1
Bacteria,GCF_001953155.1_ASM195315v1
Bacteria,GCF_001953195.1_ASM195319v1
Bacteria,GCF_001953215.1_ASM195321v1
Bacteria,GCF_001953255.1_ASM195325v1
Bacteria,GCF_001955695.1_ASM195569v1
Bacteria,GCF_001955715.1_ASM195571v1
Bacteria,GCF_001955735.1_ASM195573v1
Bacteria,GCF_001956675.1_ASM195667v1
Bacteria,GCF_001956695.1_ASM195669v1
Bacteria,GCF_001969445.1_ASM196944v1
Bacteria,GCF_001970835.1_ASM197083v1
Bacteria,GCF_001971565.1_ASM197156v1
Bacteria,GCF_001971725.1_ASM197172v1
Bacteria,GCF_001971745.1_ASM197174v1
Bacteria,GCF_001971785.1_ASM197178v1
Bacteria,GCF_001975205.1_ASM197520v1
Bacteria,GCF_001975665.1_ASM197566v1
Bacteria,GCF_001975685.1_ASM197568v1
Bacteria,GCF_001983935.1_ASM198393v1
Bacteria,GCF_001983995.1_ASM198399v1
Bacteria,GCF_001989575.1_ASM198957v1
Bacteria,GCF_002142495.1_ASM214249v1
Bacteria,GCF_002355135.1_ASM235513v1
Bacteria,GCF_002355335.1_ASM235533v1
Bacteria,GCF_002355375.1_ASM235537v1
Bacteria,GCF_002355395.1_Microcella_alkaliphila_JAM_AC0309_assembly_01
Bacteria,GCF_002355415.1_ASM235541v1
Bacteria,GCF_002355455.1_ASM235545v1
Bacteria,GCF_002355515.1_ASM235551v1
Bacteria,GCF_002355535.1_ASM235553v1
Bacteria,GCF_002355595.1_F._lacunae_YT21-2
Bacteria,GCF_002355615.1_ASM235561v1
Bacteria,GCF_002355735.1_ASM235573v1
Bacteria,GCF_002355855.1_ASM235585v1
Bacteria,GCF_002355915.1_ASM235591v1
Bacteria,GCF_002355935.1_ASM235593v1
Bacteria,GCF_002355955.1_ASM235595v1
Bacteria,GCF_002355975.1_ASM235597v1
Bacteria,GCF_002356035.1_ASM235603v1
Bacteria,GCF_002356135.1_ASM235613v1
Bacteria,GCF_002356175.1_ASM235617v1
Bacteria,GCF_002356195.1_ASM235619v1
Bacteria,GCF_002356515.1_MlotiTONO_1.0
Bacteria,GCF_002356695.1_ASM235669v1
Bacteria,GCF_002357995.1_ASM235799v1
Bacteria,GCF_002741015.1_ASM274101v1
Bacteria,GCF_002741075.1_IEC330191.0
Bacteria,GCF_003433255.1_ASM343325v1
Archaea,GCF_000006175.1_ASM617v2
Archaea,GCF_000006805.1_ASM680v1
Archaea,GCF_000007005.1_ASM700v1
Archaea,GCF_000007065.1_ASM706v1
Archaea,GCF_000007225.1_ASM722v1
Archaea,GCF_000007305.1_ASM730v1
Archaea,GCF_000008265.1_ASM826v1
Archaea,GCF_000008645.1_ASM864v1
Archaea,GCF_000008665.1_ASM866v1
Archaea,GCF_000009185.1_ASM918v1
Archaea,GCF_000009965.1_ASM996v1
Archaea,GCF_000011005.1_ASM1100v1
Archaea,GCF_000011085.1_ASM1108v1
Archaea,GCF_000011105.1_ASM1110v1
Archaea,GCF_000011185.1_ASM1118v1
Archaea,GCF_000011205.1_ASM1120v1
Archaea,GCF_000011585.1_ASM1158v1
Archaea,GCF_000012285.1_ASM1228v1
Archaea,GCF_000012545.1_ASM1254v1
Archaea,GCF_000013445.1_ASM1344v1
Archaea,GCF_000013725.1_ASM1372v1
Archaea,GCF_000015145.1_ASM1514v1
Archaea,GCF_000015205.1_ASM1520v1
Archaea,GCF_000015225.1_ASM1522v1
Archaea,GCF_000015765.1_ASM1576v1
Archaea,GCF_000015825.1_ASM1582v1
Archaea,GCF_000015945.1_ASM1594v1
Archaea,GCF_000016125.1_ASM1612v1
Archaea,GCF_000016385.1_ASM1638v1
Archaea,GCF_000016525.1_ASM1652v1
Archaea,GCF_000016605.1_ASM1660v1
Archaea,GCF_000017165.1_ASM1716v1
Archaea,GCF_000017185.1_ASM1718v1
Archaea,GCF_000017225.1_ASM1722v1
Archaea,GCF_000017625.1_ASM1762v1
Archaea,GCF_000017945.1_ASM1794v1
Archaea,GCF_000018305.1_ASM1830v1
Archaea,GCF_000018365.1_ASM1836v1
Archaea,GCF_000018485.1_ASM1848v1
Archaea,GCF_000019605.1_ASM1960v1
Archaea,GCF_000020905.1_ASM2090v1
Archaea,GCF_000021965.1_ASM2196v1
Archaea,GCF_000022205.1_ASM2220v1
Archaea,GCF_000022365.1_ASM2236v1
Archaea,GCF_000022385.1_ASM2238v1
Archaea,GCF_000022405.1_ASM2240v1
Archaea,GCF_000022425.1_ASM2242v1
Archaea,GCF_000022465.1_ASM2246v1
Archaea,GCF_000022485.1_ASM2248v1
Archaea,GCF_000022545.1_ASM2254v1
Archaea,GCF_000023945.1_ASM2394v1
Archaea,GCF_000023965.1_ASM2396v1
Archaea,GCF_000023985.1_ASM2398v1
Archaea,GCF_000024185.1_ASM2418v1
Archaea,GCF_000024625.1_ASM2462v1
Archaea,GCF_000024745.1_ASM2474v1
Archaea,GCF_000025285.1_ASM2528v1
Archaea,GCF_000025325.1_ASM2532v1
Archaea,GCF_000025505.1_ASM2550v1
Archaea,GCF_000025525.1_ASM2552v1
Archaea,GCF_000025625.1_ASM2562v1
Archaea,GCF_000025665.1_ASM2566v1
Archaea,GCF_000025685.1_ASM2568v1
Archaea,GCF_000025865.1_ASM2586v1
Archaea,GCF_000026045.1_ASM2604v1
Archaea,GCF_000063445.1_ASM6344v1
Archaea,GCF_000069025.1_ASM6902v1
Archaea,GCF_000091665.1_ASM9166v1
Archaea,GCF_000092185.1_ASM9218v1
Archaea,GCF_000092305.1_ASM9230v1
Archaea,GCF_000092465.1_ASM9246v1
Archaea,GCF_000144915.1_ASM14491v1
Archaea,GCF_000145295.1_ASM14529v1
Archaea,GCF_000147875.1_ASM14787v1
Archaea,GCF_000148385.1_ASM14838v1
Archaea,GCF_000151105.2_ASM15110v2
Archaea,GCF_000151205.2_ASM15120v2
Archaea,GCF_000152265.2_ASM15226v2
Archaea,GCF_000166095.1_ASM16609v1
Archaea,GCF_000172995.2_ASM17299v2
Archaea,GCF_000179575.2_ASM17957v2
Archaea,GCF_000186365.1_ASM18636v1
Archaea,GCF_000189555.1_ASM18955v1
Archaea,GCF_000190315.1_ASM19031v1
Archaea,GCF_000191585.1_ASM19158v1
Archaea,GCF_000193375.1_ASM19337v1
Archaea,GCF_000194625.1_ASM19462v1
Archaea,GCF_000195895.1_ASM19589v1
Archaea,GCF_000195915.1_ASM19591v1
Archaea,GCF_000195935.2_ASM19593v1
Archaea,GCF_000196655.1_ASM19665v1
Archaea,GCF_000196895.1_ASM19689v1
Archaea,GCF_000204415.1_ASM20441v1
Archaea,GCF_000204925.1_ASM20492v1
Archaea,GCF_000211475.1_ASM21147v1
Archaea,GCF_000213215.1_ASM21321v1
Archaea,GCF_000214415.1_ASM21441v1
Archaea,GCF_000214725.1_ASM21472v1
Archaea,GCF_000215995.1_ASM21599v1
Archaea,GCF_000217715.1_ASM21771v1
Archaea,GCF_000217995.1_ASM21799v1
Archaea,GCF_000220645.1_ASM22064v1
Archaea,GCF_000221185.1_ASM22118v1
Archaea,GCF_000223395.1_ASM22339v1
Archaea,GCF_000223905.1_ASM22390v1
Archaea,GCF_000224475.1_ASM22447v1
Archaea,GCF_000226975.2_ASM22697v3
Archaea,GCF_000230715.2_ASM23071v3
Archaea,GCF_000230735.2_ASM23073v3
Archaea,GCF_000230955.2_ASM23095v3
Archaea,GCF_000231015.2_ASM23101v3
Archaea,GCF_000235565.1_ASM23556v1
Archaea,GCF_000237865.1_ASM23786v1
Archaea,GCF_000246985.2_ASM24698v3
Archaea,GCF_000251105.1_ASM25110v1
Archaea,GCF_000253055.1_ASM25305v1
Archaea,GCF_000263735.1_ASM26373v1
Archaea,GCF_000264495.1_ASM26449v1
Archaea,GCF_000265525.1_ASM26552v1
Archaea,GCF_000275605.1_ASM27560v1
Archaea,GCF_000281695.1_ASM28169v1
Archaea,GCF_000299395.1_ASM29939v1
Archaea,GCF_000300255.2_ASM30025v2
Archaea,GCF_000304355.2_Mb_MS2
Archaea,GCF_000306725.1_ASM30672v1
Archaea,GCF_000306765.2_ASM30676v2
Archaea,GCF_000317795.1_ASM31779v1
Archaea,GCF_000327485.1_ASM32748v1
Archaea,GCF_000327505.1_ASM32750v1
Archaea,GCF_000328665.1_ASM32866v1
Archaea,GCF_000328685.1_ASM32868v1
Archaea,GCF_000338775.1_ASM33877v1
Archaea,GCF_000340315.1_ASM34031v1
Archaea,GCF_000350305.1_ASM35030v1
Archaea,GCF_000364745.1_ASM36474v1
Archaea,GCF_000385565.1_ASM38556v1
Archaea,GCF_000403645.1_ASM40364v1
Archaea,GCF_000404165.1_ASM40416v1
Archaea,GCF_000404225.1_ASM40422v1
Archaea,GCF_000446015.1_ASM44601v1
Archaea,GCF_000470655.1_HATI1
Archaea,GCF_000499765.1_Methanobacterium
Archaea,GCF_000504565.1_ASM50456v2
Archaea,GCF_000517445.1_ASM51744v1
Archaea,GCF_000517625.1_ASM51762v1
Archaea,GCF_000585495.1_ASM58549v1
Archaea,GCF_000591055.1_ASM59105v1
Archaea,GCF_000698785.1_ASM69878v1
Archaea,GCF_000725425.1_ASM72542v1
Archaea,GCF_000734035.1_ASM73403v1
Archaea,GCF_000739065.1_ASM73906v1
Archaea,GCF_000762265.1_ASM76226v1
Archaea,GCF_000769655.1_ASM76965v1
Archaea,GCF_000789255.1_ASM78925v1
Archaea,GCF_000800805.1_ASM80080v1
Archaea,GCF_000812185.1_ASM81218v1
Archaea,GCF_000813245.1_ASM81324v1
Archaea,GCF_000816105.1_ASM81610v1
Archaea,GCF_000827835.1_ASM82783v1
Archaea,GCF_000828555.1_ASM82855v1
Archaea,GCF_000828575.1_ASM82857v1
Archaea,GCF_000953115.1_DSM1535
Archaea,GCF_000955905.1_ASM95590v3
Archaea,GCF_000956175.1_ASM95617v1
Archaea,GCF_000968355.1_ASM96835v1
Archaea,GCF_000968395.1_ASM96839v1
Archaea,GCF_000968435.1_ASM96843v1
Archaea,GCF_000969885.1_ASM96988v1
Archaea,GCF_000969905.1_ASM96990v1
Archaea,GCF_000969945.1_ASM96994v1
Archaea,GCF_000969965.1_ASM96996v1
Archaea,GCF_000969985.1_ASM96998v1
Archaea,GCF_000970005.1_ASM97000v1
Archaea,GCF_000970025.1_ASM97002v1
Archaea,GCF_000970045.1_ASM97004v1
Archaea,GCF_000970065.1_ASM97006v1
Archaea,GCF_000970085.1_ASM97008v1
Archaea,GCF_000970145.1_ASM97014v1
Archaea,GCF_000970165.1_ASM97016v1
Archaea,GCF_000970185.1_ASM97018v1
Archaea,GCF_000970205.1_ASM97020v1
Archaea,GCF_000970225.1_ASM97022v1
Archaea,GCF_000970245.1_ASM97024v1
Archaea,GCF_000970265.1_ASM97026v1
Archaea,GCF_000970285.1_ASM97028v1
Archaea,GCF_000970305.1_ASM97030v1
Archaea,GCF_000970325.1_ASM97032v1
Archaea,GCF_000993805.1_ASM99380v1
Archaea,GCF_001006045.1_ASM100604v1
Archaea,GCF_001011115.1_ASM101111v1
Archaea,GCF_001027005.1_ASM102700v1
Archaea,GCF_001190965.1_ASM119096v1
Archaea,GCF_001266655.1_ASM126665v1
Archaea,GCF_001266675.1_ASM126667v1
Archaea,GCF_001266695.1_ASM126669v1
Archaea,GCF_001266715.1_ASM126671v1
Archaea,GCF_001266735.1_ASM126673v1
Archaea,GCF_001305655.1_ASM130565v1
Archaea,GCF_001412615.1_ASM141261v1
Archaea,GCF_001433455.1_ASM143345v1
Archaea,GCF_001458655.1_Mb9
Archaea,GCF_001477655.1_ASM147765v1
Archaea,GCF_001481685.1_ASM148168v1
Archaea,GCF_001484685.1_ASM148468v1
Archaea,GCF_001488575.1_Halobacterium_hubeiense_JI20-1
Archaea,GCF_001548675.1_ASM154867v1
Archaea,GCF_001560915.1_ASM156091v1
Archaea,GCF_001563245.1_ASM156324v1
Archaea,GCF_001577775.1_ASM157777v1
Archaea,GCF_001592435.1_ASM159243v1
Archaea,GCF_001647085.1_ASM164708v1
Archaea,GCF_001719125.1_ASM171912v1
Archaea,GCF_001767315.1_ASM176731v1
Archaea,GCF_001886955.1_ASM188695v1
Archaea,GCF_001889405.1_ASM188940v1
Archaea,GCF_001971705.1_ASM197170v1
Archaea,GCF_001989615.1_ASM198961v1
Archaea,GCF_002078355.1_ASM207835v1
Archaea,GCF_002156705.1_ASM215670v1
Archaea,GCF_002156965.1_ASM215696v1
Archaea,GCF_002197185.1_ASM219718v1
Archaea,GCF_002214165.1_ASM221416v1
Archaea,GCF_002214365.1_ASM221436v1
Archaea,GCF_002214385.1_ASM221438v1
Archaea,GCF_002214465.1_ASM221446v1
Archaea,GCF_002214485.1_ASM221448v1
Archaea,GCF_002214505.1_ASM221450v1
Archaea,GCF_002214525.1_ASM221452v1
Archaea,GCF_002214545.1_ASM221454v1
Archaea,GCF_002214565.1_ASM221456v1
Archaea,GCF_002214585.1_ASM221458v1
Archaea,GCF_002214605.1_ASM221460v1
Archaea,GCF_002215405.1_ASM221540v1
Archaea,GCF_002215445.1_ASM221544v1
Archaea,GCF_002215485.1_ASM221548v1
Archaea,GCF_002215525.1_ASM221552v1
Archaea,GCF_002215565.1_ASM221556v1
Archaea,GCF_002355635.1_ASM235563v1
Archaea,GCF_002355655.1_ASM235565v1
Archaea,GCF_002787055.1_ASM278705v1
Archaea,GCF_002788215.1_ASM278821v1
Archaea,GCF_002813085.1_ASM281308v1
Archaea,GCF_002813655.1_ASM281365v1
Archaea,GCF_002813675.1_ASM281367v1
Archaea,GCF_002813695.1_ASM281369v1
Archaea,GCF_002844335.1_ASM284433v1
Archaea,GCF_002906215.1_ASM290621v1
Archaea,GCF_002906575.1_ASM290657v1
Archaea,GCF_002945325.1_ASM294532v1
Archaea,GCF_002952775.1_ASM295277v1
Archaea,GCF_003052125.1_ASM305212v1
Archaea,GCF_003058365.1_ASM305836v1
Archaea,GCF_003201675.1_ASM320167v1
Archaea,GCF_003201765.1_ASM320176v1
Archaea,GCF_003201835.1_ASM320183v1
Archaea,GCF_003268005.1_ASM326800v1
Archaea,GCF_003342675.1_ASM334267v1
Archaea,GCF_003342695.1_ASM334269v1
Archaea,GCF_003430805.1_ASM343080v1
Archaea,GCF_003430825.1_ASM343082v1
Archaea,GCF_003431325.1_ASM343132v1
Archaea,GCF_003711245.1_ASM371124v1
Archaea,GCF_003852095.1_ASM385209v1
Archaea,GCF_003852135.1_ASM385213v1
Archaea,GCF_003852155.1_ASM385215v1
Archaea,GCF_003852175.1_ASM385217v1
Archaea,GCF_003852195.1_ASM385219v1
Archaea,GCF_003852215.1_ASM385221v1
Archaea,GCF_003856835.1_ASM385683v1
Archaea,GCF_003967175.1_Sacidi_1.0
Archaea,GCF_003990725.1_ASM399072v1
Archaea,GCF_004087835.1_ASM408783v1
Archaea,GCF_004114375.1_ASM411437v1
Archaea,GCF_004126515.1_ASM412651v1
Archaea,GCF_004799605.1_ASM479960v1
Archaea,GCF_004799625.1_ASM479962v1
Archaea,GCF_004799645.1_ASM479964v1
Archaea,GCF_004799665.1_ASM479966v1
Archaea,GCF_004799685.1_ASM479968v1
Archaea,GCF_004803735.1_ASM480373v1
Archaea,GCF_005155585.1_ASM515558v1
Archaea,GCF_005310945.1_ASM531094v1
Archaea,GCF_005406325.1_ASM540632v1
Archaea,GCF_005576615.1_ASM557661v1
Archaea,GCF_005890195.1_ASM589019v1
Archaea,GCF_005954745.1_ASM595474v1
Archaea,GCF_006274605.1_ASM627460v1
Archaea,GCF_006740685.1_ASM674068v1
Archaea,GCF_900012635.1_Pyrococcus_chitonophagus_genome_sequence
Archaea,GCF_900036045.1_Methanoculleus_sp_MAB1
Archaea,GCF_900079115.1_SSOP1
Archaea,GCF_900079125.1_MBBA
Archaea,GCF_900090055.1_C.divulgatum_PM4
Archaea,GCF_900095295.1_MCBB
Archaea,GCF_900095815.1_SIV6
Archaea,GCF_900198835.1_chr_EXT12c
Archaea,GCF_900696045.1_Nitrosocosmicus_franklandus_C13
